,MedInc
11350,2.8438
1566,15.0001
7514,2.0096
11969,4.2589
18451,6.4664
20260,3.8625
10679,3.053
4760,1.8685
3680,4.1857
12053,2.0682
4554,1.0227
15291,4.7961
7723,4.675
6007,2.3156
7293,2.2059
16907,4.97
7607,3.2375
17654,5.2887
3726,3.3594
10439,5.4031
2501,1.8125
11162,3.9333
11440,6.2984
12799,1.0424
7865,2.5432
19975,2.1029
9940,4.7472
18045,3.1176
2026,1.5611
5322,3.9673
18788,2.8085
12226,2.8125
16201,1.7386
9584,1.9528
5529,6.0286
3662,4.8816
7536,2.1366
14577,3.9464
7726,2.5893
6713,7.9213
7323,2.1836
9412,2.9145
4344,1.9286
18179,3.8464
17251,2.5978
4996,1.9853
19470,2.1518
4381,3.6434
15334,2.7417
16649,2.1507
14159,2.5909
6008,2.8594
20133,3.2024
13007,4.3625
8430,2.6375
2601,1.8065
3385,5.6184
18327,10.9508
5797,1.9125
15656,3.2059
15477,3.1793
3601,5.2668
14045,2.0792
17568,2.5833
6115,2.6629
11403,3.9929
4080,3.1373
17043,6.5475
16854,4.8
8384,2.6535
10160,6.5635
11932,3.0509
4698,3.3989
17612,5.3077
7324,2.3444
6287,4.5554
17193,4.2109
7320,2.4375
7131,3.0529
13896,1.5489
8363,2.0694
16942,3.9688
8786,8.1782
15128,4.3818
14245,1.5057
16033,3.6581
4557,0.8131
10576,8.1926
7541,2.12
20586,2.7955
1732,2.0353
5974,3.9825
683,3.6364
14908,4.2851
13887,2.5391
15527,2.1437
9811,14.4113
728,3.8
17478,1.5071
17814,6.1091
3484,6.7248
17141,5.1995
159,2.7477
10622,6.1395
17505,2.9545
12473,2.3266
11826,4.8051
17919,4.3971
16632,3.588
324,2.1538
18608,6.9772
11933,2.2222
7667,3.525
3892,3.8247
10224,3.0893
12348,2.6083
19650,2.6103
16704,3.3603
4677,10.586
13226,3.2073
14558,6.357
9066,4.625
9021,5.3749
1590,8.039
18219,5.7657
3970,4.8125
440,2.9
5848,3.1587
8171,2.7092
7610,2.125
13995,3.6091
11861,2.9554
2854,3.725
15639,4.3472
18871,3.8667
8812,4.6042
12246,2.2115
1594,8.3678
1711,3.6518
11642,3.8512
8298,3.385
19854,1.9342
12193,2.5395
8609,5.5456
11740,3.3802
4533,1.8125
13023,3.8954
15804,5.2519
813,3.7262
15302,3.625
15241,15.0001
4060,3.6171
7520,2.5882
16349,3.7375
13954,4.5268
3740,3.3516
4156,2.8125
12023,4.8214
16130,3.129
16660,4.6719
5638,5.1269
8320,1.5078
475,1.9798
13659,5.1365
10927,3.2292
17995,7.5443
8135,5.5449
3701,2.9583
16230,2.0043
4409,2.6051
16183,0.8738
10223,5.7519
185,2.1917
15286,5.4904
10471,5.7281
17204,3.4047
11386,3.7315
14124,1.5029
15971,4.9926
3473,6.8695
606,2.8512
5622,2.1311
10602,4.6019
4977,2.1354
6552,7.8588
13342,3.449
7116,5.125
20315,3.6167
17410,2.1776
17860,5.6062
1117,2.6823
8374,3.1354
8686,4.6563
18773,1.9657
20459,5.3681
16022,6.8322
17938,3.4233
9117,3.7464
12595,1.6932
2264,3.0
15598,1.7137
16336,3.7206
15727,3.2011
6054,5.6513
12679,4.6944
12323,3.5208
18616,4.5096
3645,2.0699
3284,1.5208
18198,4.0223
4600,1.7038
19210,2.905
5755,5.3185
19549,1.8167
4296,3.0357
2962,2.6637
725,2.95
17156,8.4375
7721,5.0258
4215,2.9392
11772,2.655
7702,4.4732
1404,5.0445
20362,5.2955
14354,3.1389
2380,2.59
7493,2.4464
8324,1.5898
6514,3.8125
15758,3.2239
14899,2.2544
4228,2.3789
6176,4.125
7984,3.7527
14733,5.3441
1191,3.0208
15408,2.0246
16493,4.517
17241,3.5208
1197,2.7891
5986,1.875
1723,1.5347
246,2.625
14011,2.7266
9718,3.3472
6731,12.4237
11936,3.1458
13361,3.9696
14904,1.7472
16241,1.5152
18973,5.4074
11024,4.8542
15915,2.888
10190,3.6705
13788,2.3832
356,2.4598
19224,4.1734
11392,5.7121
5272,13.6842
5336,3.1235
7953,3.0685
15887,1.4133
18775,1.6579
15879,2.0325
6430,4.625
5138,1.5521
3444,2.6429
10989,3.5719
10835,4.4732
13646,1.9234
12417,2.8648
2782,1.2049
14064,2.1394
6314,5.7057
17966,5.606
197,2.59
14226,3.2174
9316,12.0933
18382,6.6659
9273,7.5
13321,1.608
2665,1.8793
713,2.3357
15918,4.3125
9539,2.6058
19301,3.625
13416,4.3397
9690,3.2929
3779,3.2052
9912,2.2721
12499,3.1583
16845,4.1692
13094,1.8288
15112,4.7717
9267,2.234
11240,5.118
6653,2.2174
6843,2.3664
10860,3.5326
9928,3.6039
8076,3.5871
463,2.8846
15472,3.8147
3771,4.569
15957,4.0547
18395,5.6876
6879,2.25
20030,3.25
14052,2.1273
17512,4.4
12099,3.7585
3856,2.6979
17605,5.0662
9645,2.595
13279,3.0284
4725,4.0583
16384,3.175
13232,6.9532
5619,2.0956
236,2.6667
18062,7.9234
5145,1.5303
4948,1.6699
375,3.3125
12929,5.4889
16692,2.9821
16584,3.5096
7961,2.5417
12257,2.3
17230,4.149
12915,6.6238
3200,2.8788
13472,4.9091
9868,3.4643
8150,7.1937
13512,1.4891
8546,3.0833
17883,5.7962
15054,4.8125
20316,4.1279
13751,5.0227
18939,5.3102
3578,2.9076
17839,8.6675
4949,1.7961
15146,5.2542
19079,3.2727
2276,3.32
18870,2.2734
7253,2.25
20028,1.8857
9141,4.8295
11292,4.0909
2082,1.6429
4708,3.7167
11469,10.1154
15559,3.0054
20627,3.0
1784,1.822
20002,1.7432
17466,5.4197
4410,3.5603
10674,5.3099
17631,4.5833
8117,4.0074
7459,2.4583
16208,1.3417
18779,3.0556
2134,3.0
3678,3.7708
8802,7.7042
15166,3.9531
5957,3.12
2083,1.7298
11654,4.9803
16110,5.6826
6913,6.1898
12690,5.2449
3911,3.6905
19361,2.8344
91,0.8668
396,3.1795
17906,4.2837
3178,3.0667
13111,6.2575
4283,2.0557
18250,4.5833
432,3.1065
190,3.375
12948,10.2264
4372,4.0602
7474,2.2847
14010,5.7914
15883,4.3393
1557,7.9168
13582,1.0951
1558,7.8287
17799,6.8462
1802,1.3929
6898,3.5833
3416,4.2969
6735,11.6471
5295,8.9565
13490,3.3571
15715,3.7188
8894,4.5208
7880,5.0417
20182,3.1618
11368,4.1603
13376,7.8252
14770,2.5859
8472,4.2
8401,3.3056
15685,4.5913
10455,4.3603
1560,6.3942
3103,6.1935
6309,3.185
18569,2.4615
1617,11.7064
647,4.0
15725,3.875
11563,2.1375
858,3.9022
8649,5.687
242,2.6583
9604,3.0515
14421,2.3482
3649,3.4612
15505,5.3905
2560,2.5
5037,4.9531
6813,3.2361
10380,3.7139
2586,2.2188
17017,5.4719
16303,3.4231
15890,2.2167
919,4.4107
3841,2.891
14991,3.5861
17754,4.8424
2029,2.3269
15666,3.9028
20513,2.625
3904,4.2865
5018,0.9304
15694,10.0914
6361,3.4777
3953,9.6465
4418,3.1864
16814,4.1033
10555,4.5909
14854,1.8977
2623,2.9911
2617,3.5076
18475,3.6895
4638,2.1637
19797,1.9034
11500,4.0238
19334,3.8616
12943,4.3098
1627,4.9
16264,2.1583
15817,2.5701
11626,5.4216
6145,4.1304
12602,1.4138
15416,2.3844
12385,4.5556
1428,3.8897
3187,2.0673
10756,3.4937
1775,1.681
579,5.3015
17140,4.4531
1043,3.2937
1714,2.9781
427,3.0132
13217,5.4824
6407,7.7307
5790,3.0441
18131,6.2475
551,4.226
1944,4.3981
274,5.2578
14610,5.5454
11405,5.5702
3400,4.6944
16971,2.6159
5504,4.0189
19749,1.6483
13866,3.3438
18328,7.8647
1279,4.4583
18361,12.1387
14664,3.2308
7153,2.0536
12739,3.4299
10747,3.0625
797,4.25
14702,3.9745
17130,3.0521
8018,5.1836
7671,3.7238
3805,3.2448
12525,2.7316
16574,4.3687
13819,3.4183
2831,1.8289
16051,3.9097
16503,3.4643
2050,5.2608
17569,2.1902
6742,3.5671
13101,5.8831
10886,3.6505
2550,2.9038
4779,1.8333
15514,4.4477
13558,1.8681
20364,6.187
15484,3.1776
3798,3.1106
1667,6.0224
3308,1.7083
9913,2.6346
19232,3.267
6445,5.0
5475,3.6458
14438,2.2880000000000003
18960,3.0938
1684,3.2759
2567,2.1135
15675,4.1047
4284,1.5284
9887,1.8287
7882,3.0795
1935,5.4413
19500,3.1857
7426,2.4267
16747,4.0833
1595,6.8686
8181,5.62
19182,3.9375
7136,3.0625
19811,3.0391
8359,4.3919
6136,2.8906
19751,1.8077
5767,3.2083
18593,3.9408
13780,2.1927
15083,2.065
7044,5.2162
8021,5.5581
20206,5.0679
17667,2.6386
8097,3.8586
4937,1.8242
14368,5.9113
4300,2.0132
18632,6.4214
12607,3.0313
7747,4.4881
14691,3.375
20271,4.3693
4957,3.0759
12065,4.8686
15005,2.7014
8370,3.1630000000000003
10704,2.3387
16816,6.2498
1259,3.2619
19840,2.5719
14606,2.2284
20393,5.756
19141,3.6369
11455,4.355
13922,1.625
13351,5.5632
20378,7.8528
5226,0.9298
13804,4.555
12305,3.0625
1461,4.6071
6705,3.6997
1706,4.45
4897,2.1466
15497,6.0336
10191,4.6477
19410,4.4
18376,8.4262
7684,4.1767
7295,2.1005
19123,4.95
15676,4.199
9506,3.0652
3853,3.6019
8547,4.0737
17620,3.662
2230,3.2569
10261,7.3658
824,4.0326
4997,1.275
7019,3.7326
8473,3.6654
1441,3.4187
17527,1.2887
16367,3.0729
16382,2.375
15714,3.1576
20090,2.7188
6727,15.0001
10369,5.1645
3081,1.8419
13890,2.2612
13482,4.1581
3965,4.1111
9358,5.697
2203,3.3239
7362,1.9485
15774,4.6477
15413,4.1405
12938,6.1872
19737,2.6827
1649,5.1582
18505,9.5908
1591,10.4549
9666,2.0802
6235,4.6118
9064,3.5732
4448,1.7292
18471,4.175
2091,1.2937
2444,1.4415
16107,2.9632
2887,1.6009
19105,5.1391
15101,2.949
5044,2.5363
964,6.3373
14951,2.4567
1382,5.0509
265,2.875
16640,1.9647
1873,1.9667
5431,3.725
4803,2.0879
13479,2.066
10682,10.6349
11216,5.6047
2267,1.6854
20361,5.5681
3052,1.1903
1405,3.9816
20558,4.5526
20403,6.2748
8163,5.395
20576,3.4187
19356,3.375
15802,4.3232
18453,5.0958
7040,4.0846
6685,4.2143
17602,4.325
5869,3.3056
10034,2.4811
11798,4.4958
20145,4.0122
15867,2.9312
13936,5.2185
17541,3.2793
11807,3.0321
57,0.8172
12627,2.5926
10544,8.3634
9502,2.2946
16188,2.3393
15790,4.3958
16247,2.6812
18047,4.5156
16766,3.4492
6628,2.3029
13470,2.9554
1075,3.2016
12401,4.5938
7122,3.2143
2594,2.5667
8233,2.7813
11831,3.0147
16168,4.0353
11330,4.3512
9510,3.8958
4327,3.5083
2312,3.9032
17116,2.6506
179,2.957
1116,2.963
1954,2.3314
2912,3.3261
1237,2.5352
19332,4.5
17607,7.8575
18257,3.4042
20209,5.7601
5765,2.6016
5811,2.5
14377,6.3331
8376,2.1587
13690,5.159
19169,2.0915
9453,1.7788
11890,1.95
14107,2.4219
9398,7.9606
16341,2.2961
13448,2.5272
14543,5.196000000000001
11372,6.0905
9440,3.0
11869,1.6875
16882,3.0744
18762,3.6413
7621,4.25
13500,2.225
14356,3.3456
18723,3.6853
281,6.7527
6381,5.2865
20166,3.2279
15891,2.1667
19191,3.9766
12551,4.8603
7969,3.6987
9222,2.9688
323,2.3456
11080,4.3661
2441,1.8333
11912,12.5381
19443,2.0272
14686,10.3354
20068,2.1513
17038,4.6366
10527,10.4415
10178,3.7813
7496,3.2917
5943,3.875
16571,4.8021
10255,3.5667
15396,4.15
13375,5.3638
18770,2.0221
10068,4.119
19950,3.5611
1356,4.2067
2705,4.875
10045,4.0426
18311,5.1524
19277,2.1864
9907,2.7667
7995,4.0781
19947,1.6378
20305,2.4167
11749,4.1685
12584,2.7697
2936,1.1136
9590,5.2522
127,6.0194
8691,6.4391
15577,5.2596
20259,2.3077
2654,3.0806
6060,4.9589
4703,7.1669
14962,4.7813
14385,4.5938
17524,0.7068
15733,2.4196
3620,3.9833
11803,3.4706
8389,4.0179
4185,4.5766
13294,3.3958
7992,4.2062
10662,5.8752
14110,2.1767
9543,1.9236
913,5.7057
13657,3.4228
14930,6.6272
3480,7.7464
13133,2.3343
4387,3.5039
17475,5.0767
1281,2.2361
780,3.8171
1334,5.25
2632,3.0536
1571,6.5617
10294,4.2566
14999,2.4345
1542,6.2726
4481,2.6083
10293,6.0591
12936,5.02
19604,2.6705
18914,5.5138
20257,1.9704
18319,5.316
10648,2.2969
8187,7.9767
308,3.2552
19068,2.5658
651,3.524
6106,3.6875
18244,2.8438
9694,2.1766
4147,3.3438
10029,2.186
2480,2.4398
13338,4.4042
8581,5.0497
18968,3.2115
14710,4.7143
8259,2.6371
13876,3.6007
6723,3.6389
715,3.3125
9268,4.9286
6940,3.4306
13748,3.9741
3912,3.1106
12875,2.3844
3843,2.2264
17559,2.6607
19965,3.0324
2285,2.9937
2740,3.1597
878,4.5687
19148,4.0071
14240,1.4089
10030,2.325
20348,2.8942
4530,1.5163
13825,2.125
6933,3.5469
17736,5.0543
13370,5.1333
9743,4.7969
11554,4.506
14016,2.9705
20497,6.1383
16425,2.2619
7970,4.2083
223,4.7721
1377,3.8824
2508,2.3295
1922,2.9444
14831,2.8089
14922,4.7068
19765,2.125
5176,2.3056
18652,2.5610000000000004
8984,5.9641
8295,4.0795
20623,2.8235
7501,1.9809
17921,4.375
5874,3.875
13492,3.025
18662,4.7325
9451,2.6838
20007,1.7106
11836,3.0403
11215,4.8981
20126,6.1244
6057,6.0191
1227,2.5667
2005,0.799
11296,2.8622
14832,2.052
3623,3.0865
7484,2.5083
7460,2.0785
7007,3.9688
2888,1.8319
2401,2.2278
20389,10.0595
7828,3.1204
8419,2.2976
1863,2.9688
19099,4.0962
9778,3.1929
15917,2.3087
2090,1.7344
18368,5.3468
20286,3.5867
12407,3.1771
3632,4.6827
13901,2.5405
15880,2.3903
1740,2.3382
12504,3.7167
12052,2.2197
19260,4.0798
9491,3.5917
14818,1.9107
9195,3.0924
3044,2.8269
9416,6.2113
5681,4.5606
6428,2.5395
5340,3.7813
19504,3.0645
13756,1.8152
3148,2.3917
8404,2.68
1466,3.1573
15705,2.6607
12757,3.8068
7482,2.0658
16683,3.5242
1925,4.9583
8694,4.0
18969,3.2061
16265,1.275
19598,2.0521
1033,2.65
14494,4.7891
19692,1.4727
7197,2.239
16389,3.5735
7911,3.5562
20324,3.5625
18059,10.2666
5437,6.4232
12368,4.9444
15900,4.1417
15703,4.3986
14008,8.1548
17549,2.4968
16387,2.9821
17520,4.8854
2670,2.4511
13711,3.0587
5914,2.3375
19956,4.2011
3031,2.8452
12775,2.3214
9804,3.6
2853,3.7533
6864,3.875
18407,5.9214
519,5.882999999999999
4054,2.8448
1941,4.0714
19365,3.9167
1623,7.3267
5482,3.1992
910,4.1591
1638,9.0064
19722,3.6111
19682,1.9375
9895,3.6083
18155,8.0599
1628,8.9571
6027,2.8983
12485,1.245
16129,4.1339
1543,6.1265
2225,7.7062
20402,4.1576
20242,3.8125
13387,3.6033
15162,4.121
1290,3.6118
3466,4.8988
19034,2.8438
17051,5.1071
9593,6.3215
16409,2.1513
186,2.9357
12518,1.7616
13088,3.9934
9237,1.8431
9801,3.4048
3565,4.9676
19896,1.9135
4295,2.3317
5357,5.222
11463,4.0385
5459,2.8417
6796,2.3464
2425,1.586
11193,3.2969
12730,5.3243
13244,5.9328
558,4.1458
8927,3.4852
6261,3.1591
16037,4.0855
20581,3.1534
2706,4.1293
11853,1.7829
17196,1.8432
8438,4.4474
15579,3.6348
5019,2.5909
4141,3.1287
5894,6.2547
7181,2.8542
1618,7.6717
8512,3.7639
5867,5.1814
11064,4.192
12971,2.8426
12477,1.4034
17807,7.105
19919,5.3495
13158,2.6598
1032,3.125
7635,4.1378
15008,3.11
139,6.3302
6640,1.6921
4687,4.0179
12060,2.3333
11652,7.5057
484,1.8447
2946,1.6632
15925,4.3898
6690,6.1159
10374,5.5085
8395,4.875
15349,4.3429
143,2.8929
20198,5.1752
4442,2.4632
401,5.0551
16056,3.5302
15194,8.4284
17111,15.0001
19157,2.4827
8785,3.6797
2780,1.275
2660,1.725
16342,4.875
1625,7.52
19576,1.8958
5466,3.015
6755,6.706
403,7.8864
11319,3.6333
13032,6.1185
7467,3.0987
7129,4.9107
7637,3.4375
13452,3.1287
9148,3.375
14983,3.8295
10131,4.7222
3041,2.2321
5899,3.9464
7223,1.8715
3616,3.9167
5800,1.7301
1252,1.7463
17724,6.68
802,4.1652
16656,1.6875
13319,2.6913
17470,7.4734
9359,7.8904
17272,3.6823
6372,3.9125
2624,3.8095
9726,3.6607
17802,7.5813
11003,6.5616
18332,4.2297
17210,2.1974
11294,4.5739
777,4.4427
7119,3.7308
9204,2.625
17651,3.8047
9990,2.8864
3228,2.3466
13458,3.1375
10500,3.86
8824,2.6
7887,6.299
9636,2.5074
1071,2.2621
12072,3.9414
536,2.5444
12904,2.0926
16289,1.7694
5183,1.65
18980,4.9222
18264,3.3917
12578,2.3272
1549,2.4821
9227,2.2527
5962,4.392
9269,7.5412
19218,4.7143
15996,10.7569
18922,6.4599
8265,2.5726
14277,1.9509
16798,4.7639
18177,8.6155
7731,3.2237
15346,2.0272
6523,2.1383
15392,3.1553
12387,3.0021
12866,4.3118
2569,3.4219
2,7.2574
11053,3.3939
8300,4.7361
14243,1.2413
16588,1.6937
17170,15.0001
906,5.3283
10533,6.2661
5985,2.2813
9753,5.1788
9236,2.6087
17832,5.5073
18817,1.8839
13743,4.51
17914,4.6761
16377,3.9265
4912,1.4327
4444,2.0133
13545,2.2865
9949,3.5781
9393,6.1085
11568,3.6289
1368,2.1974
16413,2.5625
8159,4.7845
2684,3.2593
17920,4.5427
13262,3.6
4936,1.8917
7562,2.5719
12817,3.9143
1257,3.4402
18577,2.4375
4509,2.29
10616,2.4233
7564,2.1071
10246,6.8268
12979,3.6995
13220,5.7021
20279,4.2212
4525,2.1923
3395,4.1964
2733,1.3373
17187,7.7773
18963,3.1853
1892,3.5
12283,1.6875
4463,2.9167
17701,5.0225
5256,12.8665
8738,5.4925
7015,4.6333
16535,4.8229
6986,4.65
12170,2.1182
16629,3.3958
2314,6.9405
5022,3.2083
398,5.1675
4647,2.1435
5527,5.5941
3134,2.8097
14386,3.4286
16569,4.1855
17816,6.8677
15480,3.4833
9746,3.6286
20385,5.5181
8423,2.11
9892,2.4398
3811,2.9025
10093,3.776
18797,2.7736
12466,3.776
13491,3.9191
5784,3.6875
4149,2.9194
9807,5.0621
1226,2.6667
20606,2.08
17662,5.6895
16002,4.95
16959,2.9405
20447,3.125
9767,2.6629
11437,7.8453
2892,2.2212
17596,4.5795
2011,2.4137
11004,3.7031
9699,2.8942
18644,3.7273
5730,8.1325
211,3.9048
13066,2.9693
18744,3.3816
9962,5.5368
19226,7.3003
4480,3.875
19028,5.778
17338,7.5696
10516,6.1007
16836,4.0795
9298,6.5249
5316,4.1908
12781,2.0417
19255,2.6384
3874,4.1597
9709,0.9914
6855,3.505
14485,6.8322
10684,6.6178
11911,4.337
3436,2.5313
12822,8.0379
341,1.6196
18303,3.5364
13522,6.1426
1510,6.5847
12414,3.0673
20405,6.5851
13157,2.8839
411,5.7912
6245,2.8438
7710,5.2015
349,2.3281
1327,3.6154
6854,3.125
3861,4.1218
9711,3.1071
14439,2.4671
8838,2.8889
14181,3.4107
2787,4.337
17453,5.6177
13608,2.2482
10923,3.2037
6815,3.5313
3724,3.1551
4928,1.875
3499,5.1296
15272,6.1509
6012,3.9784
15181,6.4211
19045,3.7083
9259,2.2898
14056,2.5872
9914,4.5293
13441,4.263
6799,3.3229
10917,3.425
1048,2.6078
7155,3.7794
14305,1.2375
1513,4.1612
12893,2.6266
16502,2.4598
2287,2.1573
19462,2.6932
1910,2.875
4429,1.8173
5282,4.801
8538,5.3169
9996,4.0848
5970,3.7177
14479,7.4351
15305,1.8214
19434,3.9844
16581,3.6312
13686,5.2591
6910,6.8189
18446,7.5218
7473,2.1715
9614,1.7756
19231,4.0647
9917,4.0132
18964,2.7284
15172,5.7382
7251,3.6875
10363,6.4598
16097,4.1419
16465,2.5556
19646,3.4167
17747,5.6411
2140,2.6726
18425,4.5033
591,4.3375
6826,3.8906
13502,2.4444
19575,1.2273
10829,8.1839
17795,7.4559
4227,3.5172
1374,3.9519
16353,4.5
17037,4.224
4735,5.7509
12107,4.711
11998,1.625
1687,5.8899
580,4.9801
13221,3.6361
8716,3.5414
7590,2.3382
19472,3.3368
11635,4.225
14431,3.5486
4837,1.9167
9447,3.1771
4655,2.5284
7411,2.8167
18784,2.0899
5369,6.6368
11309,2.4931
15789,1.6125
18267,7.5
8111,2.7183
10175,3.6006
7700,3.2
1973,2.5865
3185,4.3438
19166,1.6685
5150,1.6467
12146,2.5335
13439,4.1375
3693,3.8
15317,2.9539
7403,0.9518
20258,3.015
8017,4.5417
18491,3.5551
4193,3.1806
383,2.625
17557,2.2583
3732,3.0119
9342,6.1724
13539,2.06
16800,5.1205
7107,4.6
16837,5.3991
20341,4.7831
17113,13.367
1093,3.7007
8223,1.3274
17902,4.2422
8136,4.3056
13415,2.9107
6764,2.918
19875,0.7445
13002,4.0781
12147,1.9912
8091,3.5054
15074,4.5662
8131,5.0424
8132,4.8917
3938,5.6345
1270,3.2813
5519,5.1333
18384,8.3792
9795,6.5234
5083,1.3479
3959,3.2297
320,0.8012
15967,3.0313
7001,2.9714
9717,2.7321
16606,3.8661
3211,2.6397
9618,2.3594
8399,2.8438
18373,6.9508
16077,3.9236
16648,2.5129
4359,3.2149
15834,4.2708
16455,2.8237
14672,2.6607
3488,7.0808
2171,3.4213
7466,3.1667
17239,2.5104
12296,1.2188
14540,4.4615
20470,4.18
10211,7.875
19192,4.0139
17983,3.7188
3917,2.625
1251,2.5625
14017,1.9637
16202,1.4688
2122,2.4728
17215,5.1545
992,4.2083
12862,3.865
9070,1.1917
15055,4.5224
4722,4.005
399,5.1696
10254,3.3036
6874,2.5964
13024,4.0182
6974,1.9688
11019,7.2392
7189,3.375
10723,8.8693
8673,4.5179
1745,2.6328
6786,3.108
4095,5.0754
6899,3.1083
7902,7.2628
5352,12.8483
9015,6.7273
7180,3.0417
9855,4.0432
3143,2.5875
11975,4.566
5388,3.1415
5746,3.7321
17648,6.0791
7636,4.174
12021,4.1264
9279,5.3962
5101,3.0917
3097,2.0441
7092,5.5238
19392,2.4583
6153,3.4032
5297,2.0511
5452,2.918
13661,4.7986
1449,3.7841
9089,3.6382
7442,2.5029
15571,4.5
12091,2.3229
4861,0.4999
11637,3.175
14532,4.9375
12898,3.7562
11010,11.0124
5896,3.4016
922,8.4045
14499,3.6083
15298,3.7891
5768,3.2321
704,3.2829
10414,4.2463
5029,3.2344
11784,6.3914
7633,5.061
11326,2.7986
4097,6.082999999999999
20363,6.541
3947,3.3534
9779,1.7548
16885,6.358
2523,3.6429
2438,4.0197
8978,2.55
4318,3.2946
6596,2.0278
16151,4.218
19405,3.5877
11894,3.024
20291,4.2583
20350,5.3044
13428,2.7827
1365,2.9583
1419,6.1359
3559,3.2426
204,1.6009
5535,5.8864
17677,2.8024
9866,4.3472
16746,3.5035
214,2.5
1849,7.3089
19387,3.0917
16988,6.7474
18069,10.3979
2914,4.5791
12160,4.065
19697,4.174
14977,3.4551
6224,4.1731
6652,0.8438
17827,6.0959
5465,2.5523
11952,4.375
3378,3.0795
10941,3.1964
19327,3.6343
7853,3.407
140,6.3624
4931,2.1793
1188,1.7727
210,3.5156
17517,4.3
7318,2.1964
8548,3.2589
7265,4.3164
6647,2.6217
19241,5.4886
4199,0.8907
10680,7.9794
4884,1.8382
3695,2.0348
2186,2.6852
6232,3.3523
3747,4.692
8684,4.7543
4428,1.875
11380,5.5312
6236,4.4102
6662,4.0
8524,4.1776
3581,6.2788
1833,2.9441
11625,4.5833
12340,2.9647
10564,8.7603
8251,1.7701
7999,5.1805
13435,2.075
13959,1.6336
4259,1.8209
13925,1.7083
10710,2.625
14358,7.4029
13306,3.125
15973,3.8625
9281,6.9081
5996,3.5313
2047,6.8162
4375,2.3421
3192,3.2019
17258,3.5905
14456,4.1477
9562,1.6833
8622,6.9021
980,4.9879
1307,4.4853
14293,2.1513
15621,3.1477
12397,2.8882
4959,1.6505
10070,2.3594
9908,2.5035
17500,5.1615
18051,8.2069
271,5.2328
12747,4.8194
19072,3.3098
8096,3.6923
14466,7.2559
5478,3.962
10168,5.3738
11889,1.4514
1787,2.3352
12810,1.6331
15373,2.0956
12330,1.7388
4423,2.0
4758,2.2254
16596,4.6625
18449,6.3178
5383,3.116
20191,3.2158
8758,6.4956
3127,3.3889
10745,11.216
15795,2.5755
6768,5.2292
19329,2.5687
1556,8.3188
12344,2.1042
8292,3.5292
11711,3.6563
4938,1.6901
18567,3.1327
841,4.235
3331,2.1953
9077,3.2699
19259,3.9329
12620,6.4667
11506,4.8482
9473,3.2156
3336,2.5625
8736,5.2363
14182,2.8964
11099,3.8631
2829,5.575
2556,4.8516
1282,2.2639
699,2.3973
1918,2.902
15,2.125
13073,2.3684
5415,6.4755
10841,5.2815
13374,4.1
1666,5.6293
3878,5.5675
15056,3.0927
14183,2.2454
15911,3.3555
897,4.9615
13614,2.0
6118,2.2132
5778,3.0
14190,2.8372
9739,2.7694
11810,4.515
7420,2.8371
11941,3.5403
4879,1.2096
12062,5.0464
18201,4.7431
2649,1.7574
19768,1.7125
14362,3.8409
20255,4.1949
8369,2.3882
18153,4.1369
7374,4.0609
19143,3.733
15845,3.775
13253,5.5292
15082,2.4141
18114,5.9714
14136,3.0208
8199,3.4833
15002,1.7179
952,5.0143
7167,2.5033
4798,1.9928
10205,4.0812
14079,3.6705
10569,6.9501
8888,4.252
6562,5.6629
3254,2.0335
12782,1.125
16739,4.6098
16548,3.1964
14105,1.0617
14204,4.8875
18513,4.0417
1635,7.7736
15086,3.3669
12310,3.0380000000000003
14990,3.7763
17332,3.9375
5039,1.675
1505,6.0918
18127,6.448
8520,2.6091
10257,5.1784
7290,2.1044
7229,1.9688
2100,1.6548
13800,3.0357
11601,6.9324
20318,3.0972
1061,3.6625
6455,4.1875
19969,1.8828
13178,5.7763
10583,4.821000000000001
16480,4.0924
7115,4.2305
12081,4.7965
14826,1.8333
18168,3.5861
1182,2.9965
10624,6.5743
2606,1.9741
6884,4.7222
10774,3.9375
16727,3.6667
8898,2.9125
4909,2.319
3576,3.3892
13349,4.0611
19488,1.933
13322,2.25
16274,2.3269
20373,4.5625
17049,7.0001
370,3.225
125,5.457000000000001
821,3.8625
5995,2.4375
5007,4.26
12011,6.1561
9138,6.5538
8253,2.2538
3570,4.0077
9747,3.525
15047,6.2552
16038,2.9688
2655,3.0147
15523,2.3762
8792,11.9993
17032,4.5075
7516,3.1111
7172,1.825
18105,6.6818
15183,7.2731
4563,1.8625
7102,5.0384
14581,4.9219
10625,7.8139
14417,2.6902
8830,3.2159
167,1.3929
6741,3.301
18163,6.6085
4973,2.0938
13276,2.6818
15489,4.0495
10024,2.2917
15186,5.6436
8351,3.1719
16125,4.75
15722,5.2806
19887,2.1731
682,2.9958
3169,1.7716
8970,4.6687
18726,1.6033
16501,2.6830000000000003
1114,2.1838
17963,5.357
6912,7.2472
19990,3.335
15898,2.1484
19810,1.4821
14728,3.65
11946,2.4922
8644,6.435
11943,4.0526
5496,2.8393
6550,2.8821
16904,3.3469
6504,2.5119
7574,3.4792
6424,3.2723
11715,3.5667
9216,1.5319
19372,3.2667
7712,3.1083
13393,5.0769
10982,4.9957
9522,1.9032
14476,5.3693
13811,2.7198
13317,2.2765
13692,3.3534
11281,5.6935
18428,5.6652
1336,5.5676
12993,4.5562
