,Latitude,Longitude
19410,37.7,-120.94
18376,37.21,-121.89
7684,33.92,-118.11
7295,33.97,-118.21
19123,38.24,-122.65
15676,37.8,-122.43
9506,39.1,-123.34
3853,34.18,-118.45
8547,33.88,-118.35
17620,37.27,-121.94
2230,36.84,-119.77
10261,33.88,-117.85
824,37.63,-122.08
4997,33.99,-118.28
7019,33.97,-118.09
8473,33.91,-118.32
1441,37.98,-122.02
17527,37.34,-121.88
16367,38.02,-121.32
16382,38.0,-121.29
15714,37.78,-122.45
20090,38.05,-120.22
6727,34.12,-118.12
10369,33.64,-117.67
3081,35.74,-118.31
13890,34.45,-116.14
13482,34.12,-117.35
3965,34.19,-118.56
9358,37.95,-122.54
2203,36.82,-119.85
7362,33.97,-118.19
15774,37.76,-122.45
15413,33.23,-117.27
12938,38.66,-121.27
19737,40.32,-122.42
1649,37.94,-121.96
18505,37.14,-121.98
1591,37.94,-122.12
9666,41.61,-120.55
6235,34.07,-117.96
9064,34.67,-118.15
4448,34.07,-118.21
18471,37.14,-121.64
2091,36.75,-119.78
2444,36.56,-119.6
16107,37.75,-122.5
2887,35.39,-118.99
19105,38.27,-122.65
15101,32.83,-116.97
5044,33.97,-118.33
964,37.68,-121.89
14951,32.71,-116.96
1382,37.99,-122.08
265,37.78,-122.19
16640,35.29,-120.66
1873,38.94,-119.97
5431,34.02,-118.41
4803,34.03,-118.36
13479,34.07,-117.4
10682,33.53,-117.76
11216,33.81,-117.92
2267,36.79,-119.82
20361,34.17,-118.94
3052,35.58,-119.35
1405,37.96,-122.06
20558,38.67,-121.8
20403,34.22,-118.88
8163,33.81,-118.13
20576,38.83,-122.0
19356,38.79,-123.03
15802,37.75,-122.44
18453,37.22,-121.78
7040,33.94,-118.09
6685,34.16,-118.07
17602,37.3,-121.88
5869,34.18,-118.35
10034,39.21,-121.08
11798,38.92,-121.22
20145,34.35,-119.09
15867,37.76,-122.4
13936,34.24,-117.28
17541,37.35,-121.87
11807,38.92,-121.1
57,37.82,-122.28
12627,38.51,-121.48
10544,33.71,-117.76
9502,39.17,-123.54
16188,37.96,-121.31
15790,37.77,-122.4
16247,37.98,-121.27
18047,37.25,-121.96
16766,37.69,-122.48
6628,34.18,-118.15
13470,34.08,-117.37
1075,39.75,-121.82
12401,33.65,-116.31
7122,33.91,-118.03
2594,40.88,-124.06
8233,33.77,-118.2
11831,39.27,-120.58
16168,37.78,-122.51
11330,33.76,-117.95
9510,39.13,-123.23
4327,34.08,-118.33
2312,36.85,-119.74
17116,37.47,-122.16
179,37.8,-122.24
1116,39.77,-121.61
1954,38.74,-120.81
2912,35.36,-119.05
1237,38.25,-120.37
19332,38.46,-122.91
17607,37.29,-121.9
18257,37.38,-122.08
20209,34.28,-119.21
5765,34.17,-118.3
5811,34.13,-118.26
14377,32.73,-117.25
8376,33.95,-118.34
13690,34.14,-117.2
19169,38.39,-122.7
9453,39.81,-123.24
11890,33.97,-117.37
14107,32.75,-117.11
9398,37.9,-122.55
16341,38.03,-121.33
13448,34.1,-117.41
14543,32.92,-117.18
11372,33.68,-117.96
9440,37.64,-120.31
11869,40.29,-121.14
16882,37.59,-122.38
18762,40.66,-122.25
7621,33.87,-118.25
13500,34.14,-117.34
14356,32.75,-117.23
18723,40.63,-122.34
281,37.8,-122.18
6381,34.18,-118.04
20166,34.44,-119.29
15891,37.73,-122.38
19191,38.45,-122.7
12551,38.55,-121.48
7969,33.87,-118.19
9222,36.99,-120.43
323,37.74,-122.18
11080,33.8,-117.84
2441,36.57,-119.6
11912,33.96,-117.44
19443,37.68,-121.04
14686,32.91,-117.07
20068,37.98,-120.39
17038,37.49,-122.25
10527,33.54,-117.71
10178,33.86,-117.96
7496,33.93,-118.25
5943,34.14,-117.88
16571,37.74,-121.42
10255,33.88,-117.87
15396,33.23,-117.08
13375,34.14,-117.55
18770,40.45,-122.31
10068,39.33,-120.17
19950,36.23,-119.34
1356,38.02,-121.92
2705,32.85,-115.59
10045,39.23,-121.0
18311,37.42,-122.12
19277,38.43,-122.73
9907,38.32,-122.29
7995,33.85,-118.15
19947,36.21,-119.35
20305,34.15,-119.18
11749,38.8,-121.15
12584,38.52,-121.44
2936,35.36,-118.99
9590,37.32,-120.43
127,37.84,-122.21
8691,33.86,-118.32
15577,33.02,-116.88
20259,34.2,-119.17
2654,40.54,-124.23
6060,34.01,-117.81
4703,34.06,-118.34
14962,32.75,-116.91
14385,32.73,-117.25
17524,37.33,-121.89
15733,37.78,-122.44
3620,34.25,-118.45
11803,38.89,-121.3
8389,33.97,-118.36
4185,34.13,-118.23
13294,34.08,-117.64
7992,33.86,-118.14
10662,33.66,-117.81
14110,32.75,-117.12
9543,37.38,-120.73
913,37.53,-122.01
13657,34.05,-117.3
14930,32.66,-117.02
3480,34.29,-118.52
13133,38.47,-121.42
4387,34.08,-118.26
17475,34.44,-119.89
1281,38.01,-121.81
780,37.63,-122.1
1334,38.0,-121.86
2632,40.62,-124.18
1571,37.83,-122.01
10294,33.87,-117.8
14999,32.74,-117.03
1542,37.73,-121.94
4481,34.06,-118.18
10293,33.87,-117.81
12936,38.66,-121.25
19604,37.56,-121.09
18914,38.15,-122.22
20257,34.2,-119.16
18319,37.43,-122.12
10648,33.54,-117.78
8187,33.78,-118.11
308,37.77,-122.18
19068,38.29,-122.47
651,37.72,-122.13
6106,34.11,-117.89
18244,37.39,-122.08
9694,36.68,-121.63
4147,34.13,-118.2
10029,39.23,-121.06
2480,36.29,-120.27
13338,34.02,-117.65
8581,33.89,-118.41
18968,38.27,-122.02
14710,32.78,-117.07
8259,33.77,-118.18
13876,34.44,-117.31
6723,34.13,-118.15
715,37.69,-122.09
9268,38.1,-122.49
6940,33.99,-118.1
13748,34.06,-117.14
3912,34.19,-118.55
12875,38.66,-121.37
3843,34.19,-118.45
17559,37.32,-121.88
19965,36.22,-119.08
2285,36.79,-119.77
2740,32.78,-115.56
878,37.55,-122.02
19148,38.34,-122.69
14240,32.7,-117.09
10030,39.22,-121.06
20348,34.19,-119.05
4530,34.04,-118.22
13825,34.48,-117.15
6933,34.01,-118.09
17736,37.31,-121.8
13370,34.12,-117.54
9743,36.77,-121.65
11554,33.74,-117.99
14016,32.75,-117.16
20497,34.3,-118.7
16425,38.13,-121.47
7970,33.88,-118.2
223,37.8,-122.2
1377,38.02,-122.09
2508,36.97,-120.55
1922,38.89,-120.81
14831,32.68,-117.09
14922,32.62,-116.98
19765,40.01,-122.13
5176,33.95,-118.27
18652,36.96,-121.97
8984,33.99,-118.44
8295,33.75,-118.14
20623,39.03,-121.37
7501,33.92,-118.26
17921,37.35,-121.99
5874,34.18,-118.34
13492,34.04,-117.4
18662,36.99,-121.93
9451,37.61,-119.64
20007,36.13,-119.03
11836,39.08,-120.98
11215,33.81,-117.93
20126,34.42,-118.88
6057,34.03,-117.78
1227,38.41,-120.54
2005,36.74,-119.8
11296,33.79,-117.92
14832,32.67,-117.09
3623,34.24,-118.45
7484,33.93,-118.21
7460,33.92,-118.19
7007,33.98,-118.07
2888,35.39,-118.99
2401,36.69,-119.12
20389,34.19,-118.9
7828,33.91,-118.14
8419,33.93,-118.34
1863,41.68,-123.91
19099,38.25,-122.62
9778,36.21,-121.13
15917,37.74,-122.42
2090,36.76,-119.78
18368,37.16,-121.98
20286,34.17,-119.17
12407,33.72,-116.29
3632,34.24,-118.43
13901,34.06,-116.56
15880,37.75,-122.41
1740,37.97,-122.34
12504,38.56,-121.44
12052,33.87,-117.57
19260,38.45,-122.74
9491,39.21,-123.19
14818,32.68,-117.11
9195,37.29,-119.56
3044,35.5,-119.27
9416,37.86,-122.48
5681,33.71,-118.29
6428,34.12,-117.99
5340,34.03,-118.45
19504,37.65,-121.02
13756,34.06,-117.16
3148,35.27,-118.34
8404,33.93,-118.36
1466,37.96,-121.98
15705,37.79,-122.42
12757,38.63,-121.39
7482,33.93,-118.23
16683,35.11,-120.57
1925,38.87,-120.5
8694,33.86,-118.33
18969,38.26,-122.02
16265,37.96,-121.27
19598,37.57,-120.91
1033,38.5,-120.65
14494,32.85,-117.2
19692,39.13,-121.61
7197,34.03,-118.18
16389,38.05,-121.25
7911,33.89,-118.07
20324,34.25,-119.12
18059,37.26,-122.02
5437,34.01,-118.43
12368,33.79,-116.42
15900,37.74,-122.41
15703,37.79,-122.43
14008,32.75,-117.19
17549,37.35,-121.86
16387,38.02,-121.27
17520,37.33,-121.91
2670,33.2,-115.6
13711,34.08,-117.21
5914,34.29,-118.45
19956,36.22,-119.33
3031,35.4,-119.42
12775,38.64,-121.41
9804,36.55,-121.92
2853,35.38,-118.94
6864,34.05,-118.14
18407,37.27,-121.81
519,37.82,-122.25
4054,34.15,-118.43
1941,38.65,-120.97
19365,38.38,-123.08
1623,37.85,-122.14
5482,33.99,-118.46
910,37.55,-122.0
1638,37.9,-122.18
19722,38.94,-121.76
19682,39.15,-121.62
9895,38.28,-122.29
18155,37.35,-122.06
1628,37.86,-122.18
6027,34.06,-117.74
12485,38.58,-121.48
16129,37.78,-122.47
1543,37.73,-121.94
2225,36.81,-119.84
20402,34.21,-118.86
20242,34.27,-119.23
13387,34.1,-117.61
15162,32.96,-117.03
1290,38.0,-121.79
3466,34.32,-118.47
19034,38.37,-121.98
17051,37.47,-122.24
9593,37.33,-120.46
16409,37.93,-121.19
186,37.79,-122.23
12518,38.55,-121.46
13088,38.55,-121.35
9237,36.95,-120.02
9801,36.55,-121.94
3565,34.23,-118.57
19896,36.3,-119.21
4295,34.09,-118.29
5357,34.05,-118.39
11463,33.67,-117.99
5459,33.99,-118.47
6796,34.08,-118.14
2425,36.61,-119.55
11193,33.84,-117.92
12730,38.59,-121.35
13244,34.13,-117.65
558,37.76,-122.23
8927,34.01,-118.48
6261,34.04,-117.96
16037,37.72,-122.46
20581,38.83,-122.21
2706,32.87,-115.6
11853,39.8,-120.45
17196,34.44,-119.75
8438,33.93,-118.37
15579,33.05,-116.86
5019,33.99,-118.32
4141,34.13,-118.19
5894,34.16,-118.32
7181,34.04,-118.19
1618,37.81,-122.12
8512,33.89,-118.31
5867,34.19,-118.36
11064,33.79,-117.87
12971,38.67,-121.32
12477,38.58,-121.49
17807,37.39,-121.88
19919,36.3,-119.29
13158,36.85,-121.4
1032,38.51,-120.8
7635,33.83,-118.29
15008,32.76,-117.02
139,37.82,-122.2
6640,34.16,-118.15
4687,34.07,-118.35
12060,33.87,-117.57
11652,33.85,-118.04
484,37.86,-122.27
2946,35.35,-118.99
15925,37.73,-122.44
6690,34.14,-118.08
10374,33.63,-117.66
8395,33.96,-118.37
15349,33.26,-117.26
143,37.8,-122.21
20198,34.26,-119.19
4442,34.09,-118.21
401,37.89,-122.29
16056,37.76,-122.49
15194,32.99,-117.01
17111,37.46,-122.18
19157,38.36,-122.69
8785,33.79,-118.32
2780,32.8,-114.55
2660,40.24,-123.68
16342,38.03,-121.32
1625,37.83,-122.16
19576,37.7,-120.64
5466,33.99,-118.47
6755,34.11,-118.1
403,37.9,-122.26
11319,33.77,-117.98
13032,38.66,-121.19
7467,33.92,-118.19
7129,34.02,-118.1
7637,33.82,-118.29
13452,34.1,-117.41
9148,34.47,-118.48
14983,32.72,-116.99
10131,33.92,-117.91
3041,35.52,-119.28
5899,34.16,-118.31
7223,34.02,-118.16
3616,34.26,-118.44
5800,34.15,-118.24
1252,39.3,-122.51
17724,37.33,-121.78
802,37.64,-122.06
16656,35.27,-120.66
13319,34.07,-117.64
17470,34.47,-119.81
9359,37.95,-122.52
17272,34.41,-119.71
6372,34.15,-118.01
2624,40.72,-124.02
9726,36.85,-121.73
17802,37.36,-121.81
11003,33.74,-117.8
18332,37.45,-122.16
17210,34.43,-119.71
11294,33.79,-117.92
777,37.65,-122.1
7119,33.9,-118.03
9204,37.29,-119.6
17651,37.26,-121.88
9990,39.09,-121.07
3228,36.3,-119.65
13458,34.11,-117.38
10500,33.47,-117.69
8824,34.09,-118.36
7887,33.87,-118.04
9636,36.94,-121.02
1071,39.74,-121.84
12072,33.87,-117.55
536,37.79,-122.28
12904,38.61,-121.34
16289,37.92,-121.3
5183,33.94,-118.26
18980,38.25,-122.0
18264,37.38,-122.08
12578,38.53,-121.44
1549,37.73,-121.92
9227,36.95,-120.05
5962,34.12,-117.84
9269,38.14,-122.54
19218,38.46,-122.68
15996,37.75,-122.46
18922,38.07,-122.17
8265,33.77,-118.18
14277,32.7,-117.13
16798,37.66,-122.44
18177,37.36,-122.0
7731,33.92,-118.14
15346,33.2,-117.37
6523,34.06,-118.04
15392,33.2,-116.99
12387,33.72,-116.37
12866,38.68,-121.35
2569,40.78,-124.14
2,37.85,-122.24
11053,33.78,-117.85
8300,33.76,-118.14
14243,32.69,-117.1
16588,37.74,-121.43
17170,37.43,-122.27
906,37.54,-121.99
10533,33.51,-117.68
5985,34.1,-117.71
9753,36.55,-121.59
9236,36.96,-119.95
17832,37.41,-121.86
18817,39.66,-120.48
13743,34.08,-117.16
17914,37.36,-121.99
16377,38.03,-121.28
4912,34.01,-118.27
4444,34.07,-118.22
13545,34.13,-117.31
9949,38.34,-122.4
9393,37.92,-122.55
11568,33.76,-118.02
1368,38.01,-122.13
16413,37.96,-121.18
8159,33.81,-118.13
2684,32.98,-115.55
17920,37.35,-121.99
13262,34.1,-117.65
4936,34.0,-118.27
7562,33.9,-118.19
12817,38.62,-121.49
1257,38.03,-121.65
18577,36.93,-121.77
4509,34.05,-118.2
10616,33.69,-117.81
7564,33.89,-118.19
10246,33.9,-117.87
12979,38.69,-121.3
13220,34.0,-117.7
20279,34.18,-119.2
4525,34.04,-118.21
3395,34.26,-118.3
2733,32.79,-115.56
17187,37.34,-122.38
18963,38.27,-122.04
1892,38.92,-120.0
12283,33.92,-116.77
4463,34.08,-118.18
17701,37.29,-121.82
5256,34.07,-118.48
8738,33.82,-118.31
7015,33.97,-118.08
16535,37.78,-121.23
6986,33.97,-118.03
12170,33.74,-117.11
16629,35.32,-120.82
2314,36.88,-119.71
5022,33.99,-118.33
398,37.89,-122.29
4647,34.06,-118.31
5527,33.97,-118.41
3134,34.86,-118.34
14386,32.75,-117.23
16569,37.76,-121.42
17816,37.4,-121.84
15480,33.15,-117.13
9746,36.63,-121.62
20385,34.18,-118.94
8423,33.93,-118.35
9892,38.29,-122.29
3811,34.2,-118.47
10093,33.93,-117.96
18797,40.85,-122.45
12466,38.57,-121.44
13491,34.06,-117.4
5784,34.15,-118.25
4149,34.12,-118.2
9807,36.59,-121.93
1226,38.39,-120.56
20606,39.12,-121.57
17662,37.27,-121.88
16002,37.75,-122.45
16959,37.54,-122.3
20447,34.33,-118.89
9767,36.42,-121.31
11437,33.65,-117.96
2892,35.37,-119.0
17596,37.31,-121.88
2011,36.73,-119.83
11004,33.75,-117.81
9699,36.67,-121.62
18644,36.97,-121.98
5730,34.17,-118.21
211,37.79,-122.22
13066,38.54,-121.32
18744,40.57,-122.32
9962,38.33,-122.23
19226,38.46,-122.68
4480,34.07,-118.17
19028,38.37,-122.01
17338,34.87,-120.45
10516,33.52,-117.71
16836,37.6,-122.49
9298,38.03,-122.56
5316,34.06,-118.43
12781,38.64,-121.43
19255,38.46,-122.75
3874,34.2,-118.54
9709,36.68,-121.66
6855,34.06,-118.15
14485,32.92,-117.29
10684,33.51,-117.78
11911,33.97,-117.41
3436,34.26,-118.41
12822,38.69,-121.59
341,37.75,-122.17
18303,37.42,-122.13
13522,34.23,-117.41
1510,37.92,-122.03
12414,33.75,-116.21
20405,34.21,-118.88
13157,36.85,-121.41
411,37.89,-122.28
6245,34.05,-117.97
7710,33.95,-118.14
349,37.75,-122.17
1327,38.02,-121.9
6854,34.07,-118.15
3861,34.16,-118.44
9711,36.67,-121.66
14439,32.8,-117.24
8838,34.08,-118.38
14181,32.72,-117.05
2787,37.37,-118.45
17453,34.71,-120.47
13608,34.14,-117.25
10923,33.73,-117.88
6815,34.1,-118.08
3724,34.18,-118.42
4928,33.99,-118.24
3499,34.27,-118.45
15272,33.06,-117.29
6012,34.07,-117.78
15181,33.03,-117.09
19045,38.46,-121.82
9259,36.96,-120.07
14056,32.75,-117.13
9914,38.34,-122.31
13441,34.08,-117.43
6799,34.1,-118.11
10917,33.74,-117.86
1048,38.42,-120.65
7155,34.04,-118.15
14305,32.71,-117.14
1513,37.91,-122.06
12893,38.65,-121.33
16502,37.74,-121.13
2287,36.79,-119.74
19462,37.68,-120.99
1910,39.06,-120.13
4429,34.08,-118.22
5282,34.06,-118.47
8538,33.89,-118.36
9996,39.13,-121.07
5970,34.09,-117.78
14479,32.83,-117.24
15305,33.19,-117.37
19434,37.65,-121.03
16581,37.76,-121.43
13686,34.14,-117.21
6910,33.95,-117.95
18446,37.23,-121.82
7473,33.93,-118.2
9614,37.28,-120.47
19231,38.46,-122.65
9917,38.33,-122.31
18964,38.27,-122.03
15172,33.04,-117.06
7251,33.98,-118.12
10363,33.62,-117.69
16097,37.75,-122.5
16465,38.1,-121.28
19646,37.49,-120.79
17747,37.29,-121.74
2140,36.77,-119.75
18425,37.26,-121.83
591,37.7,-122.09
6826,34.09,-118.1
13502,34.16,-117.35
19575,37.68,-120.54
10829,33.67,-117.94
17795,37.39,-121.81
4227,34.1,-118.29
1374,38.01,-122.12
16353,38.04,-121.32
17037,37.49,-122.25
4735,34.05,-118.39
12107,33.99,-117.32
11998,33.94,-117.56
1687,37.99,-122.27
580,37.71,-122.07
13221,34.02,-117.71
8716,33.84,-118.35
7590,33.9,-118.24
19472,37.68,-120.97
11635,33.83,-118.03
14431,32.8,-117.28
4837,34.03,-118.29
9447,37.5,-119.8
4655,34.05,-118.33
7411,33.95,-118.22
18784,40.48,-122.36
5369,34.05,-118.39
11309,33.78,-117.96
15789,37.78,-122.4
18267,37.36,-122.07
8111,33.79,-118.2
10175,33.86,-117.97
7700,33.97,-118.12
1973,38.6,-120.76
3185,36.3,-119.79
19166,38.43,-122.7
5150,33.96,-118.27
12146,33.72,-117.2
13439,34.09,-117.42
3693,34.21,-118.38
15317,33.2,-117.36
7403,33.95,-118.23
20258,34.2,-119.17
8017,33.84,-118.1
18491,37.03,-121.58
4193,34.12,-118.24
383,37.74,-122.16
17557,37.33,-121.89
3732,34.18,-118.41
9342,38.01,-122.59
13539,34.15,-117.3
16800,37.67,-122.42
7107,33.89,-118.01
16837,37.59,-122.48
20341,34.22,-119.03
17113,37.47,-122.18
1093,39.71,-121.89
8223,33.78,-118.19
17902,37.37,-121.99
8136,33.82,-118.13
13415,34.06,-117.42
6764,34.09,-118.14
19875,36.33,-119.29
13002,38.66,-121.26
12147,33.72,-117.2
8091,33.82,-118.21
15074,32.8,-117.0
8131,33.83,-118.12
8132,33.83,-118.12
3938,34.22,-118.58
1270,37.96,-121.7
5519,33.97,-118.39
18384,37.21,-121.84
9795,36.52,-121.84
5083,33.98,-118.29
3959,34.2,-118.6
320,37.75,-122.19
15967,37.72,-122.4
7001,33.96,-118.05
9717,36.85,-121.79
16606,35.62,-120.67
3211,36.34,-119.66
9618,37.29,-120.46
8399,33.95,-118.37
18373,37.22,-121.86
16077,37.74,-122.48
16648,35.27,-120.65
4359,34.08,-118.37
15834,37.75,-122.44
16455,38.12,-121.28
14672,32.82,-117.11
3488,34.29,-118.57
2171,36.78,-119.87
7466,33.93,-118.19
17239,34.43,-119.69
12296,33.93,-116.88
14540,32.92,-117.15
20470,34.27,-118.74
10211,33.89,-117.91
19192,38.45,-122.68
17983,37.3,-121.95
3917,34.19,-118.53
1251,39.31,-122.17
14017,32.75,-117.16
16202,37.94,-121.28
2122,36.74,-119.71
17215,34.43,-119.7
992,37.77,-121.61
12862,38.69,-121.39
9070,34.71,-118.14
15055,32.79,-116.92
4722,34.05,-118.37
399,37.89,-122.29
10254,33.88,-117.87
6874,34.07,-118.1
13024,38.67,-121.24
6974,33.98,-118.04
11019,33.77,-117.81
7189,34.05,-118.17
10723,33.64,-117.8
8673,33.83,-118.38
1745,37.95,-122.35
6786,34.1,-118.14
4095,34.15,-118.4
6899,34.04,-118.13
7902,33.86,-118.04
5352,34.04,-118.4
9015,34.13,-118.68
7180,34.04,-118.18
9855,36.58,-121.88
3143,35.05,-118.16
11975,33.99,-117.43
5388,34.03,-118.39
5746,34.16,-118.26
17648,37.25,-121.89
7636,33.82,-118.28
12021,33.95,-117.47
9279,38.11,-122.6
5101,33.97,-118.31
3097,35.63,-117.66
7092,33.92,-118.02
19392,37.77,-120.85
6153,34.09,-117.97
5297,34.07,-118.44
5452,34.0,-118.46
13661,34.03,-117.33
1449,37.99,-122.01
9089,34.66,-118.23
7442,33.94,-118.2
15571,32.96,-116.95
12091,33.85,-117.28
4861,34.02,-118.28
11637,33.83,-118.03
14532,32.94,-117.13
12898,38.64,-121.34
11010,33.76,-117.77
5896,34.16,-118.33
922,37.53,-121.92
14499,32.86,-117.23
15298,33.16,-117.35
5768,34.16,-118.3
704,37.63,-122.05
10414,33.65,-117.59
5029,33.98,-118.32
11784,38.78,-121.22
7633,33.84,-118.29
11326,33.75,-117.96
4097,34.15,-118.41
20363,34.16,-118.95
3947,34.21,-118.61
9779,36.21,-121.13
16885,37.58,-122.4
2523,39.65,-122.14
2438,36.59,-119.62
8978,34.0,-118.41
4318,34.09,-118.34
6596,34.17,-118.15
16151,37.78,-122.48
19405,37.7,-120.99
11894,33.97,-117.35
20291,34.17,-119.19
20350,34.21,-119.03
13428,34.1,-117.45
1365,38.02,-122.13
1419,37.97,-122.05
3559,34.24,-118.58
204,37.78,-122.23
5535,33.96,-118.43
17677,37.33,-121.85
9866,36.6,-121.83
16746,37.7,-122.46
214,37.79,-122.22
1849,37.91,-122.28
19387,37.76,-120.86
16988,37.55,-122.27
18069,37.29,-122.02
2914,35.36,-119.08
12160,33.82,-117.08
19697,39.1,-121.63
14977,32.71,-116.98
6224,34.05,-117.93
6652,34.15,-118.14
17827,37.37,-121.88
5465,33.99,-118.48
11952,33.93,-117.44
3378,34.25,-118.29
10941,33.74,-117.88
19327,38.49,-122.91
7853,33.89,-118.15
140,37.81,-122.18
4931,33.99,-118.25
1188,39.44,-121.55
210,37.79,-122.22
17517,37.33,-121.94
7318,33.98,-118.2
8548,33.88,-118.34
7265,33.99,-118.22
6647,34.16,-118.14
19241,38.54,-122.75
4199,34.12,-118.24
10680,33.53,-117.76
4884,34.02,-118.26
3695,34.2,-118.39
2186,36.7,-120.0
6232,34.07,-117.94
3747,34.17,-118.41
8684,33.87,-118.31
4428,34.09,-118.22
11380,33.68,-117.95
6236,34.06,-117.96
6662,34.16,-118.13
8524,33.9,-118.34
3581,34.25,-118.54
1833,37.91,-122.3
11625,33.82,-118.06
12340,33.85,-116.53
10564,33.72,-117.75
8251,33.78,-118.18
7999,33.86,-118.13
13435,34.1,-117.44
13959,34.24,-116.91
4259,34.1,-118.34
13925,34.83,-114.59
10710,33.6,-117.7
14358,32.74,-117.22
13306,34.08,-117.62
15973,37.72,-122.4
9281,38.09,-122.61
5996,34.09,-117.73
2047,36.72,-119.72
4375,34.1,-118.28
3192,36.34,-119.72
17258,34.42,-119.72
14456,32.83,-117.31
9562,37.35,-120.62
8622,33.87,-118.38
980,37.67,-121.87
1307,37.99,-121.83
14293,32.73,-117.13
15621,37.8,-122.41
12397,33.68,-116.3
4959,34.01,-118.29
10070,39.32,-120.19
9908,38.32,-122.3
17500,34.43,-119.79
18051,37.26,-121.99
271,37.78,-122.19
12747,38.63,-121.37
19072,38.32,-122.49
8096,33.81,-118.21
14466,32.82,-117.24
5478,34.0,-118.45
10168,33.88,-117.94
11889,33.97,-117.37
1787,37.93,-122.35
12810,38.61,-121.47
15373,33.38,-117.25
12330,33.94,-116.51
4423,34.07,-118.25
4758,34.04,-118.34
16596,37.58,-121.47
18449,37.23,-121.81
5383,34.02,-118.4
20191,34.27,-119.22
8758,33.81,-118.38
3127,35.12,-118.01
10745,33.61,-117.91
15795,37.77,-122.42
6768,34.11,-118.14
19329,38.46,-122.88
1556,37.81,-121.96
12344,33.82,-116.5
8292,33.77,-118.15
11711,39.17,-120.18
4938,33.99,-118.26
18567,36.93,-121.75
841,37.59,-122.08
3331,38.92,-122.59
9077,34.69,-118.14
19259,38.45,-122.74
12620,38.5,-121.53
11506,33.74,-118.11
9473,39.46,-123.4
3336,38.82,-122.5
8736,33.83,-118.32
14182,32.71,-117.06
11099,33.82,-117.88
2829,35.39,-119.08
2556,40.75,-124.17
1282,38.01,-121.81
699,37.69,-122.12
1918,38.91,-120.88
15,37.85,-122.26
13073,38.57,-121.33
5415,34.01,-118.45
10841,33.69,-117.91
13374,34.16,-117.51
1666,38.03,-122.25
3878,34.21,-118.5
15056,32.79,-116.93
14183,32.71,-117.07
15911,37.75,-122.42
897,37.53,-121.96
13614,34.13,-117.26
6118,34.13,-117.91
5778,34.15,-118.26
14190,32.71,-117.07
9739,36.76,-121.75
11810,38.92,-121.07
7420,33.96,-118.2
11941,33.94,-117.42
4879,34.03,-118.26
12062,33.87,-117.58
18201,37.39,-122.02
2649,40.5,-124.1
19768,39.94,-122.0
14362,32.73,-117.22
20255,34.22,-119.17
8369,33.98,-118.34
18153,37.36,-122.05
7374,33.97,-118.22
19143,38.34,-122.69
15845,37.75,-122.43
13253,34.11,-117.68
15082,32.8,-116.94
18114,37.31,-122.02
14136,32.75,-117.06
8199,33.79,-118.14
15002,32.74,-117.04
952,37.71,-121.94
7167,34.06,-118.17
4798,34.03,-118.35
10205,33.88,-117.93
14079,32.77,-117.11
10569,33.66,-117.69
8888,34.03,-118.49
6562,34.2,-118.13
3254,36.0,-120.14
12782,38.64,-121.44
16739,37.71,-122.43
16548,37.82,-121.22
14105,32.75,-117.1
14204,32.69,-117.06
18513,36.98,-122.01
1635,37.88,-122.2
15086,32.81,-116.92
12310,33.57,-116.87
14990,32.72,-117.02
17332,34.54,-120.01
5039,33.99,-118.34
1505,37.93,-122.03
18127,37.34,-122.02
8520,33.9,-118.33
10257,33.87,-117.86
7290,33.98,-118.22
7229,34.02,-118.16
2100,36.75,-119.76
13800,34.54,-117.36
11601,33.78,-118.08
20318,34.2,-119.15
1061,39.75,-121.87
6455,34.12,-118.06
19969,36.21,-119.09
13178,33.99,-117.72
10583,33.72,-117.8
16480,38.17,-121.28
7115,33.91,-118.01
12081,33.76,-117.54
14826,32.66,-117.09
18168,37.37,-122.03
1182,39.49,-121.49
10624,33.72,-117.77
2606,41.04,-124.1
6884,34.04,-118.08
10774,33.64,-117.9
16727,35.52,-120.76
8898,34.02,-118.49
4909,34.02,-118.27
3576,34.25,-118.53
13349,34.02,-117.64
19488,37.66,-120.99
13322,34.06,-117.65
16274,37.94,-121.25
20373,34.17,-118.85
17049,37.46,-122.26
370,37.75,-122.15
125,37.85,-122.22
821,37.63,-122.06
5995,34.09,-117.73
5007,34.02,-118.33
12011,33.92,-117.53
9138,34.52,-118.22
8253,33.77,-118.17
3570,34.22,-118.59
9747,36.7,-121.54
15047,32.78,-116.95
16038,37.72,-122.46
2655,40.54,-124.35
15523,33.13,-117.05
8792,33.8,-118.45
17032,37.51,-122.27
7516,33.91,-118.25
7172,34.05,-118.18
18105,37.3,-122.04
15183,33.02,-117.15
4563,34.06,-118.26
7102,33.89,-118.0
14581,32.82,-117.19
10625,33.72,-117.77
14417,32.79,-117.24
8830,34.09,-118.37
167,37.8,-122.25
6741,34.13,-118.07
18163,37.37,-122.05
4973,34.0,-118.28
13276,34.09,-117.63
15489,33.14,-117.13
10024,39.22,-121.24
15186,33.05,-117.05
8351,33.95,-118.32
16125,37.79,-122.47
15722,37.78,-122.46
19887,36.29,-119.12
682,37.69,-122.14
3169,35.24,-118.91
8970,34.0,-118.4
18726,40.58,-122.3
16501,37.86,-121.06
1114,39.78,-121.59
17963,37.3,-122.0
6912,33.96,-117.97
19990,36.19,-119.32
15898,37.72,-122.39
19810,36.57,-118.65
